PLZ,Name ,Landkreis,Bundesland
75378,Bad Liebenzell,Landkreis Calw,Baden-Württemberg
33175,Bad Lippspringe,Kreis Paderborn,Nordrhein-Westfalen
56470,Bad Marienberg (Westerwald),Landkreis Westerwaldkreis,Rheinland-Pfalz
97980,Bad Mergentheim,Landkreis Main-Tauber-Kreis,Baden-Württemberg
31848,Bad Münder am Deister,Landkreis Hameln-Pyrmont,Niedersachsen
53902,Bad Münstereifel,Kreis Euskirchen,Nordrhein-Westfalen
2953,"Bad Muskau, Groß Düben, Gablenz",Landkreis Görlitz,Sachsen
61231,Bad Nauheim,Landkreis Wetteraukreis,Hessen
31542,Bad Nenndorf,Landkreis Schaumburg,Niedersachsen
53474,Bad Neuenahr-Ahrweiler,Landkreis Ahrweiler,Rheinland-Pfalz
97616,Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,Bayern
32549,Bad Oeynhausen,Kreis Minden-Lübbecke,Nordrhein-Westfalen
32547,Bad Oeynhausen,Kreis Minden-Lübbecke,Nordrhein-Westfalen
32545,Bad Oeynhausen,Kreis Minden-Lübbecke,Nordrhein-Westfalen
23843,Bad Oldesloe,Kreis Stormarn,Schleswig-Holstein
63619,Bad Orb,Landkreis Main-Kinzig-Kreis,Hessen
77740,Bad Peterstal-Griesbach,Landkreis Ortenaukreis,Baden-Württemberg
31812,Bad Pyrmont,Landkreis Hameln-Pyrmont,Niedersachsen
74906,Bad Rappenau,Landkreis Heilbronn,Baden-Württemberg
83435,Bad Reichenhall,Landkreis Berchtesgadener Land,Bayern
77776,Bad Rippoldsau-Schapbach,Landkreis Freudenstadt,Baden-Württemberg
49214,Bad Rothenfelde,Landkreis Osnabrück,Niedersachsen
15526,Bad Saarow-Pieskow,Landkreis Oder-Spree,Brandenburg
37441,Bad Sachsa,Landkreis Göttingen,Niedersachsen
79713,Bad Säckingen,Landkreis Waldshut,Baden-Württemberg
31162,Bad Salzdetfurth,Landkreis Hildesheim,Niedersachsen
36364,Bad Salzschlirf,Landkreis Fulda,Hessen
32108,Bad Salzuflen,Kreis Lippe,Nordrhein-Westfalen
32107,Bad Salzuflen,Kreis Lippe,Nordrhein-Westfalen
32105,Bad Salzuflen,Kreis Lippe,Nordrhein-Westfalen
36433,Bad Salzungen,Landkreis Wartburgkreis,Thüringen
59505,Bad Sassendorf,Kreis Soest,Nordrhein-Westfalen
88348,"Bad Saulgau, Allmannsweiler",Landkreis Biberach,Baden-Württemberg
1814,Bad Schandau,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
6905,Bad Schmiedeberg,Landkreis Wittenberg,Sachsen-Anhalt
76669,Bad Schönborn,Landkreis Karlsruhe,Baden-Württemberg
88427,Bad Schussenried,Landkreis Biberach,Baden-Württemberg
65307,Bad Schwalbach,Landkreis Rheingau-Taunus-Kreis,Hessen
23611,Bad Schwartau,Kreis Ostholstein,Schleswig-Holstein
23795,Bad Segeberg,Kreis Segeberg,Schleswig-Holstein
65812,Bad Soden am Taunus,Landkreis Main-Taunus-Kreis,Hessen
63628,Bad Soden-Salmünster,Landkreis Main-Kinzig-Kreis,Hessen
37242,Bad Sooden-Allendorf,Landkreis Werra-Meißner-Kreis,Hessen
95138,Bad Steben,Landkreis Hof,Bayern
99518,Bad Sulza,Landkreis Weimarer Land,Thüringen
18334,Bad Sülze,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
75385,Bad Teinach-Zavelstein,Landkreis Calw,Baden-Württemberg
99955,Bad Tennstedt,Landkreis Unstrut-Hainich-Kreis,Thüringen
83646,"Bad Tölz, Wackersberg",Landkreis Bad Tölz-Wolfratshausen,Bayern
73337,Bad Überkingen,Landkreis Göppingen,Baden-Württemberg
72574,Bad Urach,Landkreis Reutlingen,Baden-Württemberg
61118,Bad Vilbel,Landkreis Wetteraukreis,Hessen
88339,Bad Waldsee,Landkreis Ravensburg,Baden-Württemberg
83707,Bad Wiessee,Landkreis Miesbach,Bayern
75323,Bad Wildbad,Landkreis Calw,Baden-Württemberg
34537,Bad Wildungen,Landkreis Waldeck-Frankenberg,Hessen
74206,Bad Wimpfen,Landkreis Heilbronn,Baden-Württemberg
91438,Bad Windsheim,Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern
86825,Bad Wörishofen,Landkreis Unterallgäu,Bayern
88410,Bad Wurzach,Landkreis Ravensburg,Baden-Württemberg
34596,Bad Zwesten,Landkreis Schwalm-Eder-Kreis,Hessen
26160,Bad Zwischenahn,Landkreis Ammerland,Niedersachsen
49635,Badbergen,Landkreis Osnabrück,Niedersachsen
38271,Baddeckenstedt,Landkreis Wolfenbüttel,Niedersachsen
54657,"Badem, Gindorf, Neidenbach",Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
76534,Baden-Baden,Stadtkreis Baden-Baden,Baden-Württemberg
76532,Baden-Baden,Stadtkreis Baden-Baden,Baden-Württemberg
76530,Baden-Baden,Stadtkreis Baden-Baden,Baden-Württemberg
79410,Badenweiler,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
38836,Badersleben u.a.,Landkreis Harz,Sachsen-Anhalt
64754,Badisch Schöllenbach,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
52499,Baesweiler,Kreis Städteregion Aachen,Nordrhein-Westfalen
79353,Bahlingen am Kaiserstuhl,Landkreis Emmendingen,Baden-Württemberg
38459,Bahrdorf,Landkreis Helmstedt,Niedersachsen
27245,"Bahrenborstel, Barenburg, Kirchdorf",Landkreis Diepholz,Niedersachsen
1819,Bahretal,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
88255,Baienfurt,Landkreis Ravensburg,Baden-Württemberg
84171,Baierbach,Landkreis Landshut,Bayern
82065,Baierbrunn,Landkreis München,Bayern
72270,Baiersbronn,Landkreis Freudenstadt,Baden-Württemberg
91083,Baiersdorf,Landkreis Erlangen-Höchstadt,Bayern
87650,Baisweil,Landkreis Ostallgäu,Bayern
49456,Bakum,Landkreis Vechta,Niedersachsen
85598,Baldham,Landkreis Ebersberg,Bayern
31609,Balge,Landkreis Nienburg (Weser),Niedersachsen
78582,Balgheim,Landkreis Tuttlingen,Baden-Württemberg
72336,Balingen,Landkreis Zollernalbkreis,Baden-Württemberg
21730,Balje,Landkreis Stade,Niedersachsen
89177,Ballendorf,Landkreis Alb-Donau-Kreis,Baden-Württemberg
6493,"Ballenstedt, Harzgerode",Landkreis Harz,Sachsen-Anhalt
79282,Ballrechten-Dottingen,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
73666,Baltmannsweiler,Landkreis Esslingen,Baden-Württemberg
26579,Baltrum,Landkreis Aurich,Niedersachsen
58802,Balve,Kreis Märkischer Kreis,Nordrhein-Westfalen
86483,Balzhausen,Landkreis Günzburg,Bayern
88481,Balzheim,Landkreis Alb-Donau-Kreis,Baden-Württemberg
96052,Bamberg,Kreisfreie Stadt Bamberg,Bayern
96050,Bamberg,Kreisfreie Stadt Bamberg,Bayern
96049,Bamberg,Kreisfreie Stadt Bamberg,Bayern
96047,Bamberg,Kreisfreie Stadt Bamberg,Bayern
69245,Bammental,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
1728,Bannewitz,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
19079,"Banzkow, Sukow",Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
93092,Barbing,Landkreis Regensburg,Bayern
39249,Barby,Landkreis Salzlandkreis,Sachsen-Anhalt
36456,Barchfeld-Immelborn,Landkreis Wartburgkreis,Thüringen
21357,"Bardowick, Wittorf, Barum",Landkreis Lüneburg,Niedersachsen
21397,"Barendorf, Vastorf",Landkreis Lüneburg,Niedersachsen
9471,Bärenstein,Landkreis Erzgebirgskreis,Sachsen
78580,Bärenthal,Landkreis Tuttlingen,Baden-Württemberg
23863,Bargfeld-Stegen,Kreis Segeberg,Schleswig-Holstein
24793,"Bargstedt, Brammer, Oldenbüttel",Kreis Rendsburg-Eckernförde,Schleswig-Holstein
22941,"Bargteheide, Delingsdorf u.a.",Kreis Stormarn,Schleswig-Holstein
23826,Bark,Kreis Segeberg,Schleswig-Holstein
24360,Barkelsby,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
39179,Barleben,Landkreis Börde,Sachsen-Anhalt
25719,"Barlt, Busenwurth",Kreis Dithmarschen,Schleswig-Holstein
25355,Barmstedt,Kreis Pinneberg,Schleswig-Holstein
95671,Bärnau,Landkreis Tirschenreuth,Bayern
23968,"Barnekow, Gägelow u.a.",Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
49406,"Barnstorf, Eydelstedt, Drentwede",Landkreis Diepholz,Niedersachsen
32683,Barntrup,Kreis Lippe,Nordrhein-Westfalen
22885,Barsbüttel,Kreis Stormarn,Schleswig-Holstein
30890,Barsinghausen,Landkreis Region Hannover,Niedersachsen
26676,Barßel,Landkreis Cloppenburg,Niedersachsen
18356,Barth,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
73566,Bartholomä,Landkreis Ostalbkreis,Baden-Württemberg
29576,Barum,Landkreis Uelzen,Niedersachsen
15837,Baruth,Landkreis Teltow-Fläming,Brandenburg
49453,"Barver, Dickel, Hemsloh, Rehden, Wetschen, Wehrblecker Heide",Landkreis Diepholz,Niedersachsen
38476,Barwedel,Landkreis Gifhorn,Niedersachsen
53534,"Barweiler, Bauler, Hoffeld, Pomster, Wiesemscheid, Wirft",Landkreis Ahrweiler,Rheinland-Pfalz
27211,Bassum,Landkreis Diepholz,Niedersachsen
97654,Bastheim,Landkreis Rhön-Grabfeld,Bayern
35088,Battenberg,Landkreis Waldeck-Frankenberg,Hessen
66484,Battweiler u.a.,Landkreis Südwestpfalz,Rheinland-Pfalz
91460,Baudenbach,Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern
55774,Baumholder,Landkreis Birkenfeld,Rheinland-Pfalz
96148,Baunach,Landkreis Bamberg,Bayern
34225,Baunatal,Landkreis Kassel,Hessen
54538,Bausendorf,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
2625,Bautzen,Landkreis Bautzen,Sachsen
49844,Bawinkel,Landkreis Emsland,Niedersachsen
94137,Bayerbach,Landkreis Rottal-Inn,Bayern
84092,Bayerbach bei Ergoldsbach,Landkreis Landshut,Bayern
94252,Bayerisch Eisenstein,Landkreis Regen,Bayern
83457,Bayerisch Gmain,Landkreis Berchtesgadener Land,Bayern
82435,Bayersoien,Landkreis Garmisch-Partenkirchen,Bayern
95448,Bayreuth,Kreisfreie Stadt Bayreuth,Bayern
95447,Bayreuth,Kreisfreie Stadt Bayreuth,Bayern
95445,Bayreuth,Kreisfreie Stadt Bayreuth,Bayern
95444,Bayreuth,Kreisfreie Stadt Bayreuth,Bayern
83735,Bayrischzell,Landkreis Miesbach,Bayern
36179,Bebra,Landkreis Hersfeld-Rotenburg,Hessen
67827,Becherbach,Landkreis Bad Kreuznach,Rheinland-Pfalz
91572,Bechhofen,Landkreis Ansbach,Bayern
66894,Bechhofen,Landkreis Südwestpfalz,Rheinland-Pfalz
67595,Bechtheim,Landkreis Alzey-Worms,Rheinland-Pfalz
92699,Bechtsried,Landkreis Neustadt a.d. Waldnaab,Bayern
21643,Beckdorf,Landkreis Stade,Niedersachsen
31699,Beckedorf,Landkreis Schaumburg,Niedersachsen
66701,Beckingen,Landkreis Merzig-Wadern,Saarland
59269,Beckum,Kreis Warendorf,Nordrhein-Westfalen
50181,Bedburg,Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen
47551,Bedburg-Hau,Kreis Kleve,Nordrhein-Westfalen
29355,Beedenbostel,Landkreis Celle,Niedersachsen
48361,Beelen,Kreis Warendorf,Nordrhein-Westfalen
14547,Beelitz,Landkreis Potsdam-Mittelmark,Brandenburg
15848,Beeskow,Landkreis Oder-Spree,Brandenburg
38489,"Beetzendorf, Rohrberg, Jübar",Landkreis Altmarkkreis Salzwedel,Sachsen-Anhalt
14778,"Beetzsee, Wollin, Wenzlow, Golzow u.a.",Landkreis Potsdam-Mittelmark,Brandenburg
25850,"Behrendorf, Bondelum",Kreis Nordfriesland,Schleswig-Holstein
25573,"Beidenfleth, Klein Kampen",Kreis Steinburg,Schleswig-Holstein
2736,"Beiersdorf, Oppach",Landkreis Görlitz,Sachsen
38382,Beierstedt,Landkreis Helmstedt,Niedersachsen
92339,Beilngries,Landkreis Eichstätt,Bayern
71717,Beilstein,Landkreis Heilbronn,Baden-Württemberg
89179,Beimerstetten,Landkreis Alb-Donau-Kreis,Baden-Württemberg
67259,Beindersheim,Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz
4889,Belgern-Schildau,Landkreis Nordsachsen,Sachsen
4874,Belgern-Schildau,Landkreis Nordsachsen,Sachsen
56745,Bell,Landkreis Mayen-Koblenz,Rheinland-Pfalz
89287,Bellenberg,Landkreis Neu-Ulm,Bayern
76756,Bellheim,Landkreis Germersheim,Rheinland-Pfalz
56459,"Bellingen, Kölbingen, Gemünden u.a.",Landkreis Westerwaldkreis,Rheinland-Pfalz
49191,Belm,Landkreis Osnabrück,Niedersachsen
56290,Beltheim,Landkreis Cochem-Zell,Rheinland-Pfalz
14806,Belzig,Landkreis Potsdam-Mittelmark,Brandenburg
72658,Bempflingen,Landkreis Esslingen,Baden-Württemberg
21227,Bendestorf,Landkreis Harburg,Niedersachsen
56170,Bendorf,Landkreis Mayen-Koblenz,Rheinland-Pfalz
83671,Benediktbeuern,Landkreis Bad Tölz-Wolfratshausen,Bayern
4828,"Bennewitz, Machern",Landkreis Leipzig,Sachsen
87734,Benningen,Landkreis Unterallgäu,Bayern
71726,Benningen am Neckar,Landkreis Ludwigsburg,Baden-Württemberg
98554,Benshausen,Landkreis Schmalkalden-Meiningen,Thüringen
64625,Bensheim,Landkreis Bergstraße,Hessen
17129,Bentzin,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
17429,"Benz, Heringsdorf u.a.",Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
93176,Beratzhausen,Landkreis Regensburg,Bayern
92334,Berching,Landkreis Neumarkt i.d. OPf.,Bayern
83471,Berchtesgaden & Schönau,Landkreis Berchtesgadener Land,Bayern
95180,Berg,Landkreis Hof,Bayern
88276,Berg,Landkreis Ravensburg,Baden-Württemberg
82335,Berg,Landkreis Starnberg,Bayern
76768,Berg,Landkreis Germersheim,Rheinland-Pfalz
92348,Berg b.Neumarkt i.d.OPf.,Landkreis Neumarkt i.d. OPf.,Bayern
86562,Berg im Gau,Landkreis Neuburg-Schrobenhausen,Bayern
7980,Berga/Elster,Landkreis Greiz,Thüringen
88368,Bergatreute,Landkreis Ravensburg,Baden-Württemberg
49626,"Berge, Bippen",Landkreis Osnabrück,Niedersachsen
83346,Bergen,Landkreis Traunstein,Bayern
55608,Bergen,Landkreis Birkenfeld,Rheinland-Pfalz
29468,Bergen,Landkreis Lüchow-Dannenberg,Niedersachsen
8239,Bergen,Landkreis Vogtlandkreis,Sachsen
29303,"Bergen, Lohheide u.a.",Landkreis Celle,Niedersachsen
18528,Bergen/ Rügen,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
24861,Bergenhusen,Kreis Schleswig-Flensburg,Schleswig-Holstein
38467,Bergfeld,Landkreis Gifhorn,Niedersachsen
77791,Berghaupten,Landkreis Ortenaukreis,Baden-Württemberg
86673,Bergheim,Landkreis Neuburg-Schrobenhausen,Bayern
50129,Bergheim,Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen
50127,Bergheim,Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen
50126,Bergheim,Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen
89180,Berghülen,Landkreis Alb-Donau-Kreis,Baden-Württemberg
51469,Bergisch Gladbach,Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen
51467,Bergisch Gladbach,Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen
51465,Bergisch Gladbach,Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen
51429,Bergisch Gladbach,Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen
51427,Bergisch Gladbach,Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen
59192,Bergkamen,Kreis Unna,Nordrhein-Westfalen
85232,Bergkirchen,Landkreis Dachau,Bayern
55776,"Berglangenbach, Ruschberg u.a.",Landkreis Birkenfeld,Rheinland-Pfalz
73663,Berglen,Landkreis Rems-Murr-Kreis,Baden-Württemberg
85459,Berglern,Landkreis Erding,Bayern
51702,Bergneustadt,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
97493,Bergrheinfeld,Landkreis Schweinfurt,Bayern
97241,"Bergtheim, Oberpleichfeld",Landkreis Würzburg,Bayern
25575,Beringstedt,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
99837,Berka/ Werra,Landkreis Wartburgkreis,Thüringen
37297,Berkatal,Landkreis Werra-Meißner-Kreis,Hessen
23919,Berkenthin,Kreis Herzogtum Lauenburg,Schleswig-Holstein
88450,Berkheim,Landkreis Biberach,Baden-Württemberg
12689,Berlin,Kreisfreie Stadt Berlin,Berlin
12687,Berlin,Kreisfreie Stadt Berlin,Berlin
12685,Berlin,Kreisfreie Stadt Berlin,Berlin
12681,Berlin,Kreisfreie Stadt Berlin,Berlin
12679,Berlin,Kreisfreie Stadt Berlin,Berlin
12629,Berlin,Kreisfreie Stadt Berlin,Berlin
12619,Berlin,Kreisfreie Stadt Berlin,Berlin
12557,Berlin,Kreisfreie Stadt Berlin,Berlin
12487,Berlin,Kreisfreie Stadt Berlin,Berlin
12309,Berlin,Kreisfreie Stadt Berlin,Berlin
12307,Berlin,Kreisfreie Stadt Berlin,Berlin
12305,Berlin,Kreisfreie Stadt Berlin,Berlin
12279,Berlin,Kreisfreie Stadt Berlin,Berlin
12277,Berlin,Kreisfreie Stadt Berlin,Berlin
10827,Berlin,Kreisfreie Stadt Berlin,Berlin
10825,Berlin,Kreisfreie Stadt Berlin,Berlin
10319,Berlin,Kreisfreie Stadt Berlin,Berlin
12435,Berlin Alt Treptow,Kreisfreie Stadt Berlin,Berlin
13055,Berlin Alt-Hohenschönhausen,Kreisfreie Stadt Berlin,Berlin
13053,Berlin Alt-Hohenschönhausen,Kreisfreie Stadt Berlin,Berlin
12524,Berlin Altglienicke,Kreisfreie Stadt Berlin,Berlin
12437,Berlin Baumschulenweg,Kreisfreie Stadt Berlin,Berlin
12683,Berlin Biesdorf,Kreisfreie Stadt Berlin,Berlin
13129,Berlin Blankenburg,Kreisfreie Stadt Berlin,Berlin
13159,Berlin Blankenfelde,Kreisfreie Stadt Berlin,Berlin
12526,Berlin Bohnsdorf,Kreisfreie Stadt Berlin,Berlin
12359,Berlin Britz,Kreisfreie Stadt Berlin,Berlin
12347,Berlin Britz,Kreisfreie Stadt Berlin,Berlin
13125,Berlin Buch,Kreisfreie Stadt Berlin,Berlin
12351,Berlin Buckow,Kreisfreie Stadt Berlin,Berlin
12349,Berlin Buckow,Kreisfreie Stadt Berlin,Berlin
14059,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
14057,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10629,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10627,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10625,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10623,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10589,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10587,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
10585,Berlin Charlottenburg,Kreisfreie Stadt Berlin,Berlin
13627,Berlin Charlottenburg-Nord,Kreisfreie Stadt Berlin,Berlin
14195,Berlin Dahlem,Kreisfreie Stadt Berlin,Berlin
13057,Berlin Falkenberg,Kreisfreie Stadt Berlin,Berlin
13589,Berlin Falkenhagener Feld,Kreisfreie Stadt Berlin,Berlin
13127,Berlin Französisch Buchholz,Kreisfreie Stadt Berlin,Berlin
12161,Berlin Friedenau,Kreisfreie Stadt Berlin,Berlin
12159,Berlin Friedenau,Kreisfreie Stadt Berlin,Berlin
10315,Berlin Friedrichsfelde,Kreisfreie Stadt Berlin,Berlin
10249,Berlin Friedrichshain,Kreisfreie Stadt Berlin,Berlin
10247,Berlin Friedrichshain,Kreisfreie Stadt Berlin,Berlin
10245,Berlin Friedrichshain,Kreisfreie Stadt Berlin,Berlin
10243,Berlin Friedrichshain,Kreisfreie Stadt Berlin,Berlin
13465,Berlin Frohnau,Kreisfreie Stadt Berlin,Berlin
14089,Berlin Gatow,Kreisfreie Stadt Berlin,Berlin
13359,Berlin Gesundbrunnen,Kreisfreie Stadt Berlin,Berlin
13357,Berlin Gesundbrunnen,Kreisfreie Stadt Berlin,Berlin
12353,Berlin Gropiusstadt,Kreisfreie Stadt Berlin,Berlin
14193,Berlin Grunewald,Kreisfreie Stadt Berlin,Berlin
13587,Berlin Hakenfelde,Kreisfreie Stadt Berlin,Berlin
10711,Berlin Halensee,Kreisfreie Stadt Berlin,Berlin
13599,Berlin Haselhorst,Kreisfreie Stadt Berlin,Berlin
13089,Berlin Heinelsdorf,Kreisfreie Stadt Berlin,Berlin
12627,Berlin Hellersdorf,Kreisfreie Stadt Berlin,Berlin
13467,Berlin Hermsdorf,Kreisfreie Stadt Berlin,Berlin
10318,Berlin Karlshorst,Kreisfreie Stadt Berlin,Berlin
12621,Berlin Kaulsdorf,Kreisfreie Stadt Berlin,Berlin
12559,Berlin Köpenick,Kreisfreie Stadt Berlin,Berlin
12555,Berlin Köpenik,Kreisfreie Stadt Berlin,Berlin
12047,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10999,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10997,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10969,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10967,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10965,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10963,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
10961,Berlin Kreuzberg,Kreisfreie Stadt Berlin,Berlin
12249,Berlin Lankwitz,Kreisfreie Stadt Berlin,Berlin
12247,Berlin Lankwitz,Kreisfreie Stadt Berlin,Berlin
10369,Berlin Lichtenberg,Kreisfreie Stadt Berlin,Berlin
10367,Berlin Lichtenberg,Kreisfreie Stadt Berlin,Berlin
10365,Berlin Lichtenberg,Kreisfreie Stadt Berlin,Berlin
12207,Berlin Lichtenfelde,Kreisfreie Stadt Berlin,Berlin
12205,Berlin Lichtenfelde,Kreisfreie Stadt Berlin,Berlin
12203,Berlin Lichtenfelde,Kreisfreie Stadt Berlin,Berlin
13469,Berlin Lübars,Kreisfreie Stadt Berlin,Berlin
12623,Berlin Mahlsdorf,Kreisfreie Stadt Berlin,Berlin
12109,Berlin Mariendorf,Kreisfreie Stadt Berlin,Berlin
12107,Berlin Mariendorf,Kreisfreie Stadt Berlin,Berlin
12105,Berlin Mariendorf,Kreisfreie Stadt Berlin,Berlin
13439,Berlin Märkisches Viertel,Kreisfreie Stadt Berlin,Berlin
13435,Berlin Märkisches Viertel,Kreisfreie Stadt Berlin,Berlin
10179,Berlin Mitte,Kreisfreie Stadt Berlin,Berlin
10178,Berlin Mitte,Kreisfreie Stadt Berlin,Berlin
10119,Berlin Mitte,Kreisfreie Stadt Berlin,Berlin
10117,Berlin Mitte,Kreisfreie Stadt Berlin,Berlin
10115,Berlin Mitte,Kreisfreie Stadt Berlin,Berlin
10559,Berlin Moabit,Kreisfreie Stadt Berlin,Berlin
10557,Berlin Moabit,Kreisfreie Stadt Berlin,Berlin
10555,Berlin Moabit,Kreisfreie Stadt Berlin,Berlin
10553,Berlin Moabit,Kreisfreie Stadt Berlin,Berlin
10551,Berlin Moabit,Kreisfreie Stadt Berlin,Berlin
13051,Berlin Neu-Schönhausen,Kreisfreie Stadt Berlin,Berlin
12059,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12057,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12055,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12053,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12051,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12049,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12045,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12043,Berlin Neukölln,Kreisfreie Stadt Berlin,Berlin
12439,Berlin Niederschöneweide,Kreisfreie Stadt Berlin,Berlin
13156,Berlin Niederschönhausen,Kreisfreie Stadt Berlin,Berlin
14129,Berlin Nikolassee,Kreisfreie Stadt Berlin,Berlin
12459,Berlin Oberschöneweide,Kreisfreie Stadt Berlin,Berlin
13189,Berlin Pankow,Kreisfreie Stadt Berlin,Berlin
13187,Berlin Pankow,Kreisfreie Stadt Berlin,Berlin
10439,Berlin Prenzlauer Berg,Kreisfreie Stadt Berlin,Berlin
10437,Berlin Prenzlauer Berg,Kreisfreie Stadt Berlin,Berlin
10435,Berlin Prenzlauer Berg,Kreisfreie Stadt Berlin,Berlin
10409,Berlin Prenzlauer Berg,Kreisfreie Stadt Berlin,Berlin
10407,Berlin Prenzlauer Berg,Kreisfreie Stadt Berlin,Berlin
10405,Berlin Prenzlauer Berg,Kreisfreie Stadt Berlin,Berlin
12589,Berlin Rahnsdorf,Kreisfreie Stadt Berlin,Berlin
13509,Berlin Reinickendorf,Kreisfreie Stadt Berlin,Berlin
13437,Berlin Reinickendorf,Kreisfreie Stadt Berlin,Berlin
13403,Berlin Reinickendorf,Kreisfreie Stadt Berlin,Berlin
13158,Berlin Rosenthal,Kreisfreie Stadt Berlin,Berlin
12357,Berlin Rudow,Kreisfreie Stadt Berlin,Berlin
12355,Berlin Rudow,Kreisfreie Stadt Berlin,Berlin
10317,Berlin Rummelsburg,Kreisfreie Stadt Berlin,Berlin
14199,Berlin Schmargendorf,Kreisfreie Stadt Berlin,Berlin
12527,Berlin Schmöckwitz,Kreisfreie Stadt Berlin,Berlin
12157,Berlin Schöneberg,Kreisfreie Stadt Berlin,Berlin
10829,Berlin Schöneberg,Kreisfreie Stadt Berlin,Berlin
10789,Berlin Schöneberg,Kreisfreie Stadt Berlin,Berlin
10783,Berlin Schöneberg,Kreisfreie Stadt Berlin,Berlin
10781,Berlin Schöneberg,Kreisfreie Stadt Berlin,Berlin
